DepMap_ID,pubchem,Z_SCORE,ActArea
ACH-000886,208908,-0.720492827,0.3635
ACH-000633,176870,-0.720428071,0.3636
ACH-000201,216345,-0.72016905,0.364
ACH-000464,135611162,-0.719845273,0.3645
ACH-000341,208908,-0.719780518,0.3646
ACH-000976,216345,-0.719780518,0.3646
ACH-000361,176870,-0.719715762,0.3647
ACH-000669,10302451,-0.719651007,0.3648
ACH-000090,644241,-0.719586252,0.3649
ACH-000783,10461815,-0.719456741,0.3651
ACH-000906,11476171,-0.718873943,0.366
ACH-000035,11503417,-0.718873943,0.366
ACH-000860,216345,-0.718744432,0.3662
ACH-000111,5330286,-0.718614921,0.3664
ACH-000235,216345,-0.718161634,0.3671
ACH-000776,3081361,-0.718161634,0.3671
ACH-000226,3081361,-0.717967368,0.3674
ACH-000381,11503417,-0.717837857,0.3676
ACH-000759,135611162,-0.717837857,0.3676
ACH-000505,11476171,-0.717773101,0.3677
ACH-000392,5330286,-0.717708346,0.3678
ACH-000042,644241,-0.717384569,0.3683
ACH-000876,216345,-0.717319814,0.3684
ACH-000783,3081361,-0.717255059,0.3685
ACH-000613,135611162,-0.716931282,0.369
ACH-000846,5479543,-0.716737016,0.3693
ACH-000562,10117717,-0.71667226,0.3694
ACH-000201,176870,-0.716477994,0.3697
ACH-000012,24180719,-0.716348483,0.3699
ACH-000973,10461815,-0.716218973,0.3701
ACH-000843,216345,-0.716154217,0.3702
ACH-000378,216345,-0.716154217,0.3702
ACH-000414,176870,-0.715959951,0.3705
ACH-000236,216345,-0.715895196,0.3706
ACH-000662,135611162,-0.715830441,0.3707
ACH-000311,216345,-0.715765685,0.3708
ACH-000657,10302451,-0.71570093,0.3709
ACH-000674,16038120,-0.715506664,0.3712
ACH-000107,5330286,-0.715441908,0.3713
ACH-000035,10127622,-0.715441908,0.3713
ACH-000878,644241,-0.715377153,0.3714
ACH-000493,10127622,-0.715377153,0.3714
ACH-000514,3081361,-0.715312398,0.3715
ACH-000378,11476171,-0.715247642,0.3716
ACH-000335,208908,-0.715247642,0.3716
ACH-000932,3081361,-0.715182887,0.3717
ACH-000188,24180719,-0.715182887,0.3717
ACH-000953,176870,-0.715182887,0.3717
ACH-000493,10117717,-0.715118132,0.3718
ACH-000019,135611162,-0.715118132,0.3718
ACH-000118,5330286,-0.714923865,0.3721
ACH-000770,24180719,-0.714405822,0.3729
ACH-000535,5479543,-0.714276312,0.3731
ACH-000595,208908,-0.713758269,0.3739
ACH-000107,24180719,-0.713628758,0.3741
ACH-000308,11626560,-0.713499247,0.3743
ACH-000420,24180719,-0.713499247,0.3743
ACH-000667,135611162,-0.713240226,0.3747
ACH-000330,216239,-0.713110715,0.3749
ACH-000111,10302451,-0.712786938,0.3754
ACH-000879,24180719,-0.712463162,0.3759
ACH-000563,644241,-0.712333651,0.3761
ACH-000410,11503417,-0.712074629,0.3765
ACH-000640,10461815,-0.712009874,0.3766
ACH-000384,10461815,-0.71136232,0.3776
ACH-000745,176870,-0.710973788,0.3782
ACH-000473,176870,-0.710844277,0.3784
ACH-000343,10127622,-0.710779522,0.3785
ACH-000654,5479543,-0.710714767,0.3786
ACH-000647,24180719,-0.710714767,0.3786
ACH-000188,11626560,-0.710585256,0.3788
ACH-000073,176870,-0.710520501,0.3789
ACH-000361,11626560,-0.71039099,0.3791
ACH-000973,5479543,-0.71039099,0.3791
ACH-000475,3081361,-0.710326234,0.3792
ACH-000408,10461815,-0.710131968,0.3795
ACH-000434,10461815,-0.710067213,0.3796
ACH-000320,11503417,-0.710067213,0.3796
ACH-000888,16038120,-0.709872947,0.3799
ACH-000906,216239,-0.709808192,0.38
ACH-000375,11503417,-0.70954917,0.3804
ACH-000242,24180719,-0.70954917,0.3804
ACH-000985,176870,-0.70954917,0.3804
ACH-000056,11503417,-0.709225393,0.3809
ACH-000789,3081361,-0.709095883,0.3811
ACH-000562,11503417,-0.709095883,0.3811
ACH-000359,216239,-0.709031127,0.3812
ACH-000885,216345,-0.708836861,0.3815
ACH-000714,10302451,-0.708772106,0.3816
ACH-000046,24180719,-0.70870735,0.3817
ACH-000231,176870,-0.708383574,0.3822
ACH-000096,176870,-0.707995041,0.3828
ACH-000699,24180719,-0.70773602,0.3832
ACH-000304,10461815,-0.707347488,0.3838
ACH-000657,24180719,-0.706764689,0.3847
ACH-000235,3081361,-0.706635179,0.3849
ACH-000040,5330286,-0.706635179,0.3849
ACH-000823,11626560,-0.706570423,0.385
ACH-000574,216345,-0.706440913,0.3852
ACH-000456,5330286,-0.706376157,0.3853
ACH-000047,135611162,-0.706246647,0.3855
ACH-000613,10127622,-0.70605238,0.3858
ACH-000863,5330286,-0.705728604,0.3863
ACH-000481,216345,-0.705599093,0.3865
ACH-000347,216345,-0.705599093,0.3865
ACH-000876,10127622,-0.705404827,0.3868
ACH-000958,644241,-0.705145805,0.3872
ACH-000521,11503417,-0.705016295,0.3874
ACH-000420,16038120,-0.705016295,0.3874
ACH-000822,216345,-0.704886784,0.3876
ACH-000204,11503417,-0.704886784,0.3876
ACH-000611,176870,-0.70423923,0.3886
ACH-000648,135611162,-0.704109719,0.3888
ACH-000945,11626560,-0.703980209,0.389
ACH-000226,5479543,-0.703785943,0.3893
ACH-000562,10302451,-0.70339741,0.3899
ACH-000414,11656518,-0.703203144,0.3902
ACH-000754,176870,-0.703073634,0.3904
ACH-000580,135611162,-0.702814612,0.3908
ACH-000118,11626560,-0.702685101,0.391
ACH-000563,135611162,-0.702490835,0.3913
ACH-000111,135611162,-0.702490835,0.3913
ACH-000617,176870,-0.702490835,0.3913
ACH-000378,10127622,-0.702361325,0.3915
ACH-000120,24180719,-0.701972792,0.3921
ACH-000315,216345,-0.70158426,0.3927
ACH-000207,11476171,-0.70061293,0.3942
ACH-000563,216239,-0.700548174,0.3943
ACH-000930,10461815,-0.700483419,0.3944
ACH-000828,644241,-0.699900621,0.3953
ACH-000983,24180719,-0.699835865,0.3954
ACH-000147,3081361,-0.69977111,0.3955
ACH-000863,176870,-0.69977111,0.3955
ACH-000536,644241,-0.699706355,0.3956
ACH-000247,10302451,-0.699706355,0.3956
ACH-000364,5330286,-0.699706355,0.3956
ACH-000247,644241,-0.699641599,0.3957
ACH-000408,216345,-0.699576844,0.3958
ACH-000291,208908,-0.699188312,0.3964
ACH-000478,135611162,-0.698994046,0.3967
ACH-000467,11503417,-0.69892929,0.3968
ACH-000906,11626560,-0.698735024,0.3971
ACH-000781,10127622,-0.698670269,0.3972
ACH-000425,216239,-0.698152226,0.398
ACH-000841,208908,-0.698087471,0.3981
ACH-000260,10302451,-0.697828449,0.3985
ACH-000927,16038120,-0.697634183,0.3988
ACH-000107,176870,-0.697504672,0.399
ACH-000693,10117717,-0.697439917,0.3991
ACH-000568,11476171,-0.697375162,0.3992
ACH-000678,24180719,-0.697375162,0.3992
ACH-000211,216239,-0.697245651,0.3994
ACH-000190,3081361,-0.697180895,0.3995
ACH-000024,644241,-0.697051385,0.3997
ACH-000040,10117717,-0.697051385,0.3997
ACH-000599,11626560,-0.696727608,0.4002
ACH-000235,216239,-0.696727608,0.4002
ACH-000544,216345,-0.696533342,0.4005
ACH-000699,5479543,-0.696468586,0.4006
ACH-000633,5479543,-0.696209565,0.401
ACH-000190,11503417,-0.695950543,0.4014
ACH-000924,16038120,-0.695950543,0.4014
ACH-000978,3081361,-0.695885788,0.4015
ACH-000148,11626560,-0.695497256,0.4021
ACH-000930,11476171,-0.695367745,0.4023
ACH-000599,216345,-0.695367745,0.4023
ACH-000790,3081361,-0.695367745,0.4023
ACH-000888,176870,-0.69530299,0.4024
ACH-001307,24180719,-0.694914458,0.403
ACH-000047,216345,-0.694849702,0.4031
ACH-000009,216345,-0.694525925,0.4036
ACH-000380,24180719,-0.694007883,0.4044
ACH-000893,10117717,-0.693813616,0.4047
ACH-000599,5479543,-0.69361935,0.405
ACH-000169,216239,-0.693554595,0.4051
ACH-000347,208908,-0.693425084,0.4053
ACH-000343,176870,-0.693295574,0.4055
ACH-000427,10461815,-0.693230818,0.4056
ACH-000978,208908,-0.693101307,0.4058
ACH-000640,24180719,-0.692907041,0.4061
ACH-000730,176870,-0.692518509,0.4067
ACH-000841,216345,-0.692453754,0.4068
ACH-000476,216345,-0.692259488,0.4071
ACH-000570,3081361,-0.692129977,0.4073
ACH-000696,10461815,-0.692065222,0.4074
ACH-000350,24180719,-0.692065222,0.4074
ACH-000350,5479543,-0.692000466,0.4075
ACH-000392,135611162,-0.6918062,0.4078
ACH-001307,5479543,-0.691676689,0.408
ACH-000060,135611162,-0.691676689,0.408
ACH-000573,5330286,-0.691611934,0.4081
ACH-000654,11476171,-0.691547179,0.4082
ACH-000061,176870,-0.691482423,0.4083
ACH-000647,11626560,-0.691352913,0.4085
ACH-000009,24180719,-0.691223402,0.4087
ACH-000383,24180719,-0.69083487,0.4093
ACH-000699,16038120,-0.690770114,0.4094
ACH-000222,208908,-0.689734028,0.411
ACH-000186,176870,-0.689669273,0.4111
ACH-000341,216345,-0.689604518,0.4112
ACH-000886,24180719,-0.689604518,0.4112
ACH-000976,11503417,-0.689215986,0.4118
ACH-000219,10461815,-0.689021719,0.4121
ACH-000376,208908,-0.688892209,0.4123
ACH-000651,216239,-0.688762698,0.4125
ACH-000231,11476171,-0.688633187,0.4127
ACH-000475,11626560,-0.688503676,0.4129
ACH-000677,10461815,-0.688244655,0.4133
ACH-000754,10127622,-0.6881799,0.4134
ACH-000392,216345,-0.688115144,0.4135
ACH-000434,11476171,-0.687856123,0.4139
ACH-000927,10461815,-0.687856123,0.4139
ACH-000353,216239,-0.687856123,0.4139
ACH-000694,24180719,-0.687273325,0.4148
ACH-000885,11626560,-0.687143814,0.415
ACH-000153,208908,-0.687079058,0.4151
ACH-000805,11626560,-0.687014303,0.4152
ACH-000657,644241,-0.686690526,0.4157
ACH-000090,216345,-0.686690526,0.4157
ACH-000341,176870,-0.686690526,0.4157
ACH-000018,208908,-0.68649626,0.416
ACH-000669,5330286,-0.686431505,0.4161
ACH-000924,11626560,-0.686366749,0.4162
ACH-000147,5479543,-0.686237239,0.4164
ACH-000476,16038120,-0.686172483,0.4165
ACH-000120,176870,-0.686172483,0.4165
ACH-000092,11626560,-0.686107728,0.4166
ACH-000449,11503417,-0.686042973,0.4167
ACH-000147,216345,-0.685460174,0.4176
ACH-000838,24180719,-0.684747865,0.4187
ACH-000823,24180719,-0.684747865,0.4187
ACH-000855,11476171,-0.68468311,0.4188
ACH-000451,10461815,-0.684618355,0.4189
ACH-000906,135611162,-0.684553599,0.419
ACH-000408,11476171,-0.684488844,0.4191
ACH-000493,11626560,-0.684359333,0.4193
ACH-000973,216239,-0.683711779,0.4203
ACH-000062,11656518,-0.683517513,0.4206
ACH-000483,5330286,-0.683323247,0.4209
ACH-000637,216239,-0.683064226,0.4213
ACH-000811,216239,-0.68299947,0.4214
ACH-000669,208908,-0.682805204,0.4217
ACH-000366,10461815,-0.682416672,0.4223
ACH-000505,216239,-0.682416672,0.4223
ACH-000072,208908,-0.682287161,0.4225
ACH-000204,10302451,-0.682287161,0.4225
ACH-000222,216239,-0.682092895,0.4228
ACH-000841,11626560,-0.681963385,0.423
ACH-000501,11503417,-0.681898629,0.4231
ACH-000343,644241,-0.681510097,0.4237
ACH-000350,11626560,-0.681445342,0.4238
ACH-000018,5479543,-0.681315831,0.424
ACH-000649,10302451,-0.681251076,0.4241
ACH-000019,208908,-0.68118632,0.4242
ACH-000271,10127622,-0.681121565,0.4243
ACH-000434,176870,-0.68105681,0.4244
ACH-000420,216345,-0.680927299,0.4246
ACH-000654,10461815,-0.680409256,0.4254
ACH-000789,208908,-0.680279745,0.4256
ACH-000376,10302451,-0.68021499,0.4257
ACH-000978,135611162,-0.680085479,0.4259
ACH-000668,11503417,-0.680020724,0.426
ACH-000639,3081361,-0.679632191,0.4266
ACH-000621,5479543,-0.679502681,0.4268
ACH-000147,216239,-0.67937317,0.427
ACH-000322,11503417,-0.679308415,0.4271
ACH-000048,11476171,-0.679243659,0.4272
ACH-000573,176870,-0.679049393,0.4275
ACH-000783,11476171,-0.678984638,0.4276
ACH-000244,16038120,-0.678984638,0.4276
ACH-000484,11656518,-0.678919882,0.4277
ACH-000650,208908,-0.678855127,0.4278
ACH-000573,3081361,-0.678855127,0.4278
ACH-000595,216239,-0.678855127,0.4278
ACH-000647,216345,-0.678660861,0.4281
ACH-000677,24180719,-0.678660861,0.4281
ACH-000073,11503417,-0.678466595,0.4284
ACH-000790,11503417,-0.67840184,0.4285
ACH-000148,216345,-0.678207573,0.4288
ACH-000353,11626560,-0.678078063,0.429
ACH-000060,216345,-0.677495264,0.4299
ACH-000040,11626560,-0.677495264,0.4299
ACH-000900,208908,-0.677300998,0.4302
ACH-000855,16038120,-0.677236243,0.4303
ACH-000738,176870,-0.677236243,0.4303
ACH-000067,10127622,-0.677041977,0.4306
ACH-000291,3081361,-0.676977222,0.4307
ACH-000236,5330286,-0.676977222,0.4307
ACH-000759,11503417,-0.676912466,0.4308
ACH-000672,16038120,-0.676459179,0.4315
ACH-000207,208908,-0.676135402,0.432
ACH-000770,3081361,-0.67587638,0.4324
ACH-000756,10461815,-0.675099316,0.4336
ACH-000073,216239,-0.674969805,0.4338
ACH-000648,216345,-0.67490505,0.4339
ACH-000161,11476171,-0.674775539,0.4341
ACH-000987,60700,-0.674775539,0.4341
ACH-000750,11476171,-0.674710784,0.4342
ACH-000694,216345,-0.674581273,0.4344
ACH-000638,208908,-0.674451762,0.4346
ACH-000640,216345,-0.674387007,0.4347
ACH-000144,176870,-0.674127985,0.4351
ACH-000681,3081361,-0.673998475,0.4353
ACH-000236,11503417,-0.673480432,0.4361
ACH-000129,10127622,-0.673350921,0.4363
ACH-000375,11476171,-0.67322141,0.4365
ACH-000924,11476171,-0.673156655,0.4366
ACH-000888,11476171,-0.6730919,0.4367
ACH-000617,208908,-0.6730919,0.4367
ACH-000783,644241,-0.672832878,0.4371
ACH-000392,5479543,-0.672832878,0.4371
ACH-000264,10461815,-0.672768123,0.4372
ACH-000651,216345,-0.672768123,0.4372
ACH-000449,10127622,-0.672768123,0.4372
ACH-000740,216239,-0.672703367,0.4373
ACH-000595,176870,-0.672638612,0.4374
ACH-000484,6505803,-0.672573857,0.4375
ACH-000579,16038120,-0.672444346,0.4377
ACH-000378,5479543,-0.672314835,0.4379
ACH-000609,11626560,-0.672120569,0.4382
ACH-000621,3081361,-0.671991058,0.4384
ACH-000343,216345,-0.671926303,0.4385
ACH-000530,10117717,-0.671796792,0.4387
ACH-000315,216239,-0.671537771,0.4391
ACH-000186,10461815,-0.671213994,0.4396
ACH-000792,11626560,-0.671084483,0.4398
ACH-000478,5479543,-0.670890217,0.4401
ACH-000501,208908,-0.670113153,0.4413
ACH-000094,216239,-0.670048397,0.4414
ACH-000924,3081361,-0.669918887,0.4416
ACH-000153,644241,-0.669789376,0.4418
ACH-001190,5330286,-0.669659865,0.442
ACH-000987,10461815,-0.669400844,0.4424
ACH-000151,3081361,-0.669400844,0.4424
ACH-001190,24180719,-0.669336088,0.4425
ACH-000476,11626560,-0.669206578,0.4427
ACH-000414,10302451,-0.669141822,0.4428
ACH-000176,10127622,-0.669077067,0.4429
ACH-000075,10461815,-0.669012312,0.443
ACH-000568,176870,-0.668818046,0.4433
ACH-000953,216345,-0.66875329,0.4434
ACH-000035,11476171,-0.668623779,0.4436
ACH-000521,11626560,-0.668040981,0.4445
ACH-000403,10461815,-0.667976226,0.4446
ACH-000966,644241,-0.66791147,0.4447
ACH-000879,208908,-0.66791147,0.4447
ACH-000148,5330286,-0.66791147,0.4447
ACH-000915,16038120,-0.66778196,0.4449
ACH-000814,5479543,-0.667717204,0.445
ACH-000098,135611162,-0.667717204,0.445
ACH-000132,10302451,-0.667263917,0.4457
ACH-000980,216239,-0.667263917,0.4457
ACH-000669,16038120,-0.667199161,0.4458
ACH-000617,135611162,-0.667134406,0.4459
ACH-000987,216239,-0.667004895,0.4461
ACH-000617,10302451,-0.666681119,0.4466
ACH-000693,216345,-0.666486852,0.4469
ACH-000730,644241,-0.666357342,0.4471
ACH-000775,216345,-0.666357342,0.4471
ACH-000099,10461815,-0.666163076,0.4474
ACH-000320,3081361,-0.665968809,0.4477
ACH-000467,208908,-0.665839299,0.4479
ACH-000400,216239,-0.665774543,0.448
ACH-000684,208908,-0.665386011,0.4486
ACH-000408,135611162,-0.665321256,0.4487
ACH-000219,216345,-0.665062234,0.4491
ACH-000790,11656518,-0.665062234,0.4491
ACH-000422,5479543,-0.664997479,0.4492
ACH-000111,16038120,-0.664867968,0.4494
ACH-000913,216239,-0.664608947,0.4498
ACH-000111,10461815,-0.664544191,0.4499
ACH-000235,135611162,-0.664155659,0.4505
ACH-000936,16038120,-0.664090904,0.4506
ACH-000580,3081361,-0.664026149,0.4507
ACH-000863,11503417,-0.664026149,0.4507
ACH-000001,5479543,-0.663572861,0.4514
ACH-000514,10127622,-0.663378595,0.4517
ACH-000389,11476171,-0.663249084,0.4519
ACH-000978,11626560,-0.663119573,0.4521
ACH-000667,5479543,-0.663119573,0.4521
ACH-000699,10461815,-0.662990063,0.4523
ACH-000775,11656518,-0.662795797,0.4526
ACH-000879,10461815,-0.662536775,0.453
ACH-000315,208908,-0.661889221,0.454
ACH-000627,216239,-0.661694955,0.4543
ACH-000530,176870,-0.661500689,0.4546
ACH-000879,216345,-0.661435934,0.4547
ACH-000859,216239,-0.661371179,0.4548
ACH-000613,644241,-0.661306423,0.4549
ACH-000638,11626560,-0.661241668,0.455
ACH-000451,176870,-0.661047402,0.4553
ACH-000650,11503417,-0.66078838,0.4557
ACH-000315,11503417,-0.660594114,0.456
ACH-000035,11626560,-0.660529359,0.4561
ACH-000496,5330286,-0.660464603,0.4562
ACH-000677,216345,-0.660335093,0.4564
ACH-000976,216239,-0.660270337,0.4565
ACH-000885,11476171,-0.660205582,0.4566
ACH-001306,176870,-0.660140827,0.4567
ACH-000090,216239,-0.660076071,0.4568
ACH-000400,24180719,-0.660011316,0.4569
ACH-000496,24180719,-0.659687539,0.4574
ACH-000976,176870,-0.659558028,0.4576
ACH-000148,3081361,-0.659493273,0.4577
ACH-000111,10127622,-0.659169496,0.4582
ACH-000047,11626560,-0.65897523,0.4585
ACH-000359,3081361,-0.65897523,0.4585
ACH-000420,11503417,-0.658780964,0.4588
ACH-000667,10302451,-0.658586698,0.4591
ACH-000930,10302451,-0.658327676,0.4595
ACH-000669,216239,-0.658262921,0.4596
ACH-000997,176870,-0.658262921,0.4596
ACH-000260,5479543,-0.658198166,0.4597
ACH-000574,644241,-0.657939144,0.4601
ACH-000805,216239,-0.657615367,0.4606
ACH-000244,216345,-0.657485857,0.4608
ACH-000120,208908,-0.657421101,0.4609
ACH-000693,10461815,-0.657291591,0.4611
ACH-000716,208908,-0.657226835,0.4612
ACH-000380,11626560,-0.656967814,0.4616
ACH-000828,3081361,-0.656967814,0.4616
ACH-000315,5330286,-0.656773548,0.4619
ACH-000740,135611162,-0.656644037,0.4621
ACH-000587,176870,-0.656644037,0.4621
ACH-000866,644241,-0.656385015,0.4625
ACH-000888,11503417,-0.656125994,0.4629
ACH-000308,176870,-0.656061239,0.463
ACH-000776,11503417,-0.655996483,0.4631
ACH-000447,10127622,-0.655931728,0.4632
ACH-000860,216239,-0.655866973,0.4633
ACH-000242,5479543,-0.655802217,0.4634
ACH-000953,10117717,-0.655737462,0.4635
ACH-000846,5330286,-0.65547844,0.4639
ACH-000669,135611162,-0.655413685,0.464
ACH-000770,5330286,-0.655219419,0.4643
ACH-000451,11476171,-0.655025153,0.4646
ACH-000636,10117717,-0.654248088,0.4658
ACH-000400,11503417,-0.654118578,0.466
ACH-000376,10127622,-0.654118578,0.466
ACH-000953,5330286,-0.653989067,0.4662
ACH-000756,216239,-0.653924312,0.4663
ACH-000073,10461815,-0.653794801,0.4665
ACH-000392,11626560,-0.653600535,0.4668
ACH-001307,216239,-0.653535779,0.4669
ACH-000536,10117717,-0.653276758,0.4673
ACH-000579,216345,-0.653212003,0.4674
ACH-000111,216345,-0.653017736,0.4677
ACH-000863,11626560,-0.65282347,0.468
ACH-000245,3081361,-0.65282347,0.468
ACH-000958,11503417,-0.65269396,0.4682
ACH-000102,10461815,-0.652629204,0.4683
ACH-000181,11626560,-0.652629204,0.4683
ACH-000169,135611162,-0.652629204,0.4683
ACH-000536,10461815,-0.652434938,0.4686
ACH-000750,10461815,-0.652175917,0.469
ACH-000681,11626560,-0.652111161,0.4691
ACH-000147,135611162,-0.652111161,0.4691
ACH-000974,216345,-0.652046406,0.4692
ACH-000062,11476171,-0.651981651,0.4693
ACH-000587,10127622,-0.651787385,0.4696
ACH-000376,10461815,-0.651722629,0.4697
ACH-000943,10461815,-0.651528363,0.47
ACH-000841,176870,-0.650945565,0.4709
ACH-000536,216239,-0.650621788,0.4714
ACH-000505,135611162,-0.650298011,0.4719
ACH-000914,11476171,-0.650233256,0.472
ACH-000065,208908,-0.65003899,0.4723
ACH-000756,11503417,-0.65003899,0.4723
ACH-000621,216345,-0.649974234,0.4724
ACH-000860,644241,-0.649456191,0.4732
ACH-000960,10461815,-0.649456191,0.4732
ACH-000759,5330286,-0.649456191,0.4732
ACH-000430,5330286,-0.649456191,0.4732
ACH-000745,10302451,-0.649261925,0.4735
ACH-000911,11626560,-0.64919717,0.4736
ACH-000075,10127622,-0.649067659,0.4738
ACH-000096,208908,-0.648873393,0.4741
ACH-000381,10461815,-0.648808638,0.4742
ACH-000437,24180719,-0.648808638,0.4742
ACH-000392,644241,-0.648743882,0.4743
ACH-000090,11476171,-0.648614372,0.4745
ACH-000522,11656518,-0.648549616,0.4746
ACH-000684,11626560,-0.648031573,0.4754
ACH-000974,216239,-0.647966818,0.4755
ACH-000311,216239,-0.647837307,0.4757
ACH-000046,216345,-0.647578286,0.4761
ACH-000609,5330286,-0.647578286,0.4761
ACH-000012,10461815,-0.647448775,0.4763
ACH-000092,5479543,-0.647448775,0.4763
ACH-000956,3081361,-0.647319264,0.4765
ACH-000805,5330286,-0.647319264,0.4765
ACH-000075,135611162,-0.646995488,0.477
ACH-000171,24180719,-0.646930732,0.4771
ACH-000847,216239,-0.646865977,0.4772
ACH-000476,176870,-0.646801221,0.4773
ACH-000748,176870,-0.646671711,0.4775
ACH-000018,10461815,-0.646606955,0.4776
ACH-000181,16038120,-0.646218423,0.4782
ACH-000960,216239,-0.646153668,0.4783
ACH-000965,644241,-0.64570038,0.479
ACH-000501,176870,-0.645506114,0.4793
ACH-000846,11626560,-0.645441359,0.4794
ACH-000599,216239,-0.645441359,0.4794
ACH-000148,10302451,-0.644988071,0.4801
ACH-000359,11626560,-0.644858561,0.4803
ACH-000475,176870,-0.644793805,0.4804
ACH-000012,11503417,-0.644146251,0.4814
ACH-001190,11626560,-0.644081496,0.4815
ACH-000054,216345,-0.643951985,0.4817
ACH-000572,5479543,-0.64388723,0.4818
ACH-000222,11503417,-0.64388723,0.4818
ACH-000062,24180719,-0.643757719,0.482
ACH-000291,135611162,-0.643757719,0.482
ACH-000380,10461815,-0.643239676,0.4828
ACH-000681,216345,-0.642980655,0.4832
ACH-000781,10302451,-0.642980655,0.4832
ACH-000410,5479543,-0.642980655,0.4832
ACH-000035,644241,-0.642851144,0.4834
ACH-000046,11626560,-0.642721633,0.4836
ACH-000341,11626560,-0.642656878,0.4837
ACH-000544,216239,-0.642397857,0.4841
ACH-000810,11476171,-0.642333101,0.4842
ACH-000375,3081361,-0.641815058,0.485
ACH-000843,11476171,-0.641491282,0.4855
ACH-000024,10127622,-0.641426526,0.4856
ACH-000805,10461815,-0.641167505,0.486
ACH-000408,208908,-0.641167505,0.486
ACH-000350,5330286,-0.640843728,0.4865
ACH-000805,176870,-0.640714217,0.4867
ACH-000048,208908,-0.640649462,0.4868
ACH-000879,5479543,-0.64039044,0.4872
ACH-000132,216345,-0.640001908,0.4878
ACH-000410,216239,-0.640001908,0.4878
ACH-000139,176870,-0.639937153,0.4879
ACH-000766,135611162,-0.639742887,0.4882
ACH-000681,176870,-0.639613376,0.4884
ACH-000932,208908,-0.639483865,0.4886
ACH-000447,216345,-0.639483865,0.4886
ACH-000098,3081361,-0.639483865,0.4886
ACH-000288,24180719,-0.639483865,0.4886
ACH-000361,16038120,-0.639483865,0.4886
ACH-000633,11503417,-0.63941911,0.4887
ACH-000364,176870,-0.639354354,0.4888
ACH-000456,5479543,-0.639289599,0.4889
ACH-001190,5479543,-0.639160088,0.4891
ACH-000974,11503417,-0.639095333,0.4892
ACH-000098,11476171,-0.638901067,0.4895
ACH-000810,216239,-0.638901067,0.4895
ACH-000450,176870,-0.63857729,0.49
ACH-000956,11503417,-0.638188758,0.4906
ACH-000580,11503417,-0.638059247,0.4908
ACH-000960,208908,-0.637994492,0.4909
ACH-000248,176870,-0.637929736,0.491
ACH-000271,10302451,-0.637800226,0.4912
ACH-000144,11656518,-0.637411694,0.4918
ACH-000048,644241,-0.637152672,0.4922
ACH-000792,11503417,-0.637087917,0.4923
ACH-000361,24180719,-0.637087917,0.4923
ACH-000102,135611162,-0.636958406,0.4925
ACH-000046,11503417,-0.63676414,0.4928
ACH-000859,11626560,-0.636634629,0.493
ACH-000625,10461815,-0.636569874,0.4931
ACH-000291,216239,-0.636246097,0.4936
ACH-000188,10127622,-0.635987075,0.494
ACH-000783,135611162,-0.635987075,0.494
ACH-000235,176870,-0.635987075,0.494
ACH-000075,216345,-0.635728054,0.4944
ACH-000770,644241,-0.635469033,0.4948
ACH-000536,11503417,-0.635469033,0.4948
ACH-000876,208908,-0.635404277,0.4949
ACH-000427,216239,-0.635274766,0.4951
ACH-000247,3081361,-0.635145256,0.4953
ACH-000450,11503417,-0.6350805,0.4954
ACH-000558,11626560,-0.634756724,0.4959
ACH-000681,10302451,-0.634562457,0.4962
ACH-000264,176870,-0.634497702,0.4963
ACH-000625,176870,-0.634497702,0.4963
ACH-000245,16038120,-0.634238681,0.4967
ACH-000463,135611162,-0.634238681,0.4967
ACH-000974,11476171,-0.634044415,0.497
ACH-000835,216239,-0.634044415,0.497
ACH-000906,3081361,-0.633720638,0.4975
ACH-000824,24180719,-0.633202595,0.4983
ACH-000694,11503417,-0.632555041,0.4993
ACH-000570,644241,-0.632231264,0.4998
ACH-000478,10127622,-0.632231264,0.4998
ACH-000669,11503417,-0.632036998,0.5001
ACH-000247,11503417,-0.6314542,0.501
ACH-000451,216239,-0.631000912,0.5017
ACH-000384,3081361,-0.630936157,0.5018
ACH-000627,10127622,-0.630871402,0.5019
ACH-000019,11626560,-0.630806646,0.502
ACH-000714,24180719,-0.630677136,0.5022
ACH-000149,208908,-0.63061238,0.5023
ACH-000638,5330286,-0.63061238,0.5023
ACH-000649,16038120,-0.63061238,0.5023
ACH-000149,10461815,-0.630482869,0.5025
ACH-000667,216239,-0.630482869,0.5025
ACH-000859,16038120,-0.630353359,0.5027
ACH-000835,5479543,-0.630223848,0.5029
ACH-000945,16038120,-0.630223848,0.5029
ACH-000859,11503417,-0.629900071,0.5034
ACH-000420,216239,-0.62977056,0.5036
ACH-000770,216345,-0.62964105,0.5038
ACH-000335,11476171,-0.629446784,0.5041
ACH-000270,208908,-0.629446784,0.5041
ACH-000978,11656518,-0.629317273,0.5043
ACH-000472,135611162,-0.629317273,0.5043
ACH-000627,11503417,-0.628993496,0.5048
ACH-000693,24180719,-0.628928741,0.5049
ACH-000890,24180719,-0.628151676,0.5061
ACH-000018,216239,-0.628022166,0.5063
ACH-000562,3081361,-0.627504123,0.5071
ACH-000231,216345,-0.627374612,0.5073
ACH-000879,11626560,-0.627374612,0.5073
ACH-000663,11476171,-0.626921324,0.508
ACH-000247,11476171,-0.626597548,0.5085
ACH-000147,644241,-0.626014749,0.5094
ACH-000814,5330286,-0.625949994,0.5095
